iso3,name,population,gdp_per_capita,gdp_growth,military_expenditure,literacy_rate,human_capital_index,health_expenditure,tertiary_enrollment,science_investment,male_population_pct,life_expectancy
PLW,Palau,17695,15610.8231931032,2.21599800170485,,99.8448081264108,0.588113486766815,10.85468197,71.8428437792329,,53.8596292947559,69.383
PAN,Panama,4515577,19161.2188501596,2.74788545546916,,96.2276533152296,0.501601994037628,8.33022976,53.6949637061742,0.19708,50.0047612973406,79.775
PNG,Papua New Guinea,10576502,3006.70564478923,3.79979560086888,0.307995782327758,87.0046890533686,0.429185003042221,2.87081432,,,51.4274238710893,66.256
PRY,Paraguay,6929153,6416.09708970845,4.24996010464072,0.933106143624753,94.8600006103516,0.528180062770844,8.35731316,,0.14117,50.1376719492267,73.982
PER,Peru,34217848,8452.37167056621,3.30394098171516,0.909288680359786,93.6600036621094,0.6051926612854,5.63786411,,0.17611,49.7330048342023,77.941
PHL,Philippines,115843670,3984.8315387656,5.69201612823412,1.32426895346612,98.4700012207031,0.51596212387085,5.10122538,47.4134996154186,0.27625,49.8811087390446,69.946
POL,Poland,36559233,25103.565661423,3.02841630700273,4.15439387975356,,0.753088593482971,8.06380177,80.9149627685547,1.55525,48.4491284601359,78.409756097561
PRT,Portugal,10694681,29292.242104753,2.13967177177636,1.53226822745255,,0.768949568271637,10.24061108,77.6778182983398,1.69491,47.6335818699371,82.3829268292683
PRI,Puerto Rico (US),3203295,39343.7154660139,3.17707554784896,,,,,77.9263575380698,,47.0838192426569,81.902
QAT,Qatar,2857822,76688.6941743178,2.35970586926597,6.50020565272303,,0.637771606445313,2.52358818,43.0178909301758,0.68058,71.2805932772453,82.522
ROU,Romania,19051804,20080.2096215595,0.916003764382594,2.29815245791591,99.1600036621094,0.584187865257263,5.70901489,55.1682891845703,0.51656,48.4337279953687,76.4585365853659
RUS,Russian Federation,143533851,14889.0185546875,4.34437475491529,7.05233864500366,99.9300003051758,0.681419610977173,7.04438496,60.3891235376867,0.93706,46.4057179283339,73.4404878048781
RWA,Rwanda,14256567,999.65456165547,8.89065529573114,1.24772078121775,78.7600021362305,0.379552751779556,5.12708998,9.41173924647801,0.78149,48.7828381124292,68.017
WSM,Samoa,218019,5392.87761915762,4.74838445564714,,,0.548421680927277,6.78103304,16.0263900756836,,50.3598310239016,71.826
SMR,San Marino,33977,59879.7173015651,0.401934896977224,,99.9100036621094,,6.60829115,57.5487465181059,,49.1706619814776,85.817
STP,Sao Tome and Principe,235536,3490.56883486557,1.09999940100751,,,,5.77292156,,,49.706840114292,69.905
SAU,Saudi Arabia,35300280,35121.6628687742,1.99650173436159,7.2981029390103,97.9300003051758,0.576390504837036,5.68722248,83.884129573915,0.63522,60.5353994240043,78.982
SEN,Senegal,18501984,1773.21829923448,6.06055141198976,1.56647768181405,50.3600006103516,0.420110791921616,4.32314825,15.3302400879779,,50.8332025365496,68.924
SRB,Serbia,6586476,13679.2065983557,3.94992622592932,2.59513983105714,99.3399963378906,0.676606357097626,8.03133774,70.582649230957,0.93978,47.4423326092869,75.9682926829268
SYC,Seychelles,121354,17858.8226383978,3.46568066415341,1.17906851761683,,0.632779061794281,4.48238087,14.5342502593994,,55.1641644558267,76.2951219512195
SLE,Sierra Leone,8642022,806.654650417726,4.29322336690163,0.462539633893509,,0.36270210146904,4.71883011,,,49.8722463478748,61.964
SGP,Singapore,6036860,90674.066632628,4.38802362461865,2.8417655746547,97.6500015258789,0.879125714302063,4.49163246,97.2886546863037,1.80821,51.6671818931083,83.3463414634146
